RName,FName,FWidth,RAddr,RWidth,Offset,FAccess,FReadSideEffect,FDefault,FDefaultType,FVisibility,RArray
RADIOPWRUPDN3,TXPWRDN3,7,8C,32,8,R/W,None,7'h00,Unknown,Public,"False;n;0;2;1;4"
RADIOTXRXTIM0,TXPATHDLY0,7,90,32,0,R/W,None,7'h00,Unknown,Public,"False;n;0;2;1;4"
RADIOTXRXTIM0,RXPATHDLY0,7,90,32,8,R/W,None,7'h00,Unknown,Public,"False;n;0;2;1;4"
RADIOTXRXTIM0,RFRXTMDA0,7,90,32,16,R/W,None,7'h00,Unknown,Public,"False;n;0;2;1;4"
RADIOTXRXTIM1,TXPATHDLY1,7,94,32,0,R/W,None,7'h00,Unknown,Public,"False;n;0;2;1;4"
RADIOTXRXTIM1,RXPATHDLY1,7,94,32,8,R/W,None,7'h00,Unknown,Public,"False;n;0;2;1;4"
RADIOTXRXTIM1,RFRXTMDA1,7,94,32,16,R/W,None,7'h00,Unknown,Public,"False;n;0;2;1;4"
RADIOTXRXTIM2,TXPATHDLY2,7,98,32,0,R/W,None,7'h00,Unknown,Public,"False;n;0;2;1;4"
RADIOTXRXTIM2,RXPATHDLY2,8,98,32,8,R/W,None,8'h00,Unknown,Public,"False;n;0;2;1;4"
RADIOTXRXTIM2,RFRXTMDA2,8,98,32,16,R/W,None,8'h00,Unknown,Public,"False;n;0;2;1;4"
RADIOTXRXTIM2,RXFLUSHPATHDLY2,8,98,32,24,R/W,None,8'h00,Unknown,Public,"False;n;0;2;1;4"
RADIOTXRXTIM3,TXPATHDLY3,7,9C,32,0,R/W,None,7'h00,Unknown,Public,"False;n;0;2;1;4"
RADIOTXRXTIM3,RFRXTMDA3,7,9C,32,16,R/W,None,7'h00,Unknown,Public,"False;n;0;2;1;4"
RADIOTXRXTIM3,RXFLUSHPATHDLY3,8,9C,32,24,R/W,None,8'h00,Unknown,Public,"False;n;0;2;1;4"
SPIPTRCNTL0,TXONPTR,14,A0,32,0,R/W,None,14'h0000,Unknown,Public,"False;n;0;2;1;4"
SPIPTRCNTL0,TXOFFPTR,14,A0,32,16,R/W,None,14'h0000,Unknown,Public,"False;n;0;2;1;4"
SPIPTRCNTL1,RXONPTR,14,A4,32,0,R/W,None,14'h0000,Unknown,Public,"False;n;0;2;1;4"
SPIPTRCNTL1,RXOFFPTR,14,A4,32,16,R/W,None,14'h0000,Unknown,Public,"False;n;0;2;1;4"
SPIPTRCNTL2,RSSIPTR,14,A8,32,0,R/W,None,14'h0000,Unknown,Public,"False;n;0;2;1;4"
SPIPTRCNTL2,RXLENGTHPTR,14,A8,32,16,R/W,None,14'h0000,Unknown,Public,"False;n;0;2;1;4"
SPIPTRCNTL3,RXPKTTYPPTR,14,AC,32,0,R/W,None,14'h0000,Unknown,Public,"False;n;0;2;1;4"
SPIPTRCNTL3,CTESAMPPTR,14,AC,32,16,R/W,None,14'h0000,Unknown,Public,"False;n;0;2;1;4"
AESCNTL,AES_START,1,B0,32,0,R/W,Set,1'h0,Unknown,Public,"False;n;0;2;1;4"
AESCNTL,AES_MODE,1,B0,32,1,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
AESKEY31_0,AESKEY31_0,32,B4,32,0,R/W,None,32'h00000000,Unknown,Public,"False;n;0;2;1;4"
AESKEY63_32,AESKEY63_32,32,B8,32,0,R/W,None,32'h00000000,Unknown,Public,"False;n;0;2;1;4"
AESKEY95_64,AESKEY95_64,32,BC,32,0,R/W,None,32'h00000000,Unknown,Public,"False;n;0;2;1;4"
AESKEY127_96,AESKEY127_96,32,C0,32,0,R/W,None,32'h00000000,Unknown,Public,"False;n;0;2;1;4"
AESPTR,AESPTR,14,C4,32,0,R/W,None,14'h0000,Unknown,Public,"False;n;0;2;1;4"
TXMICVAL,TXMICVAL,32,C8,32,0,R,None,32'h00000000,Unknown,Public,"False;n;0;2;1;4"
RXMICVAL,RXMICVAL,32,CC,32,0,R,None,32'h00000000,Unknown,Public,"False;n;0;2;1;4"
RFTESTCNTL,TXLENGTH,8,D0,32,0,R/W,None,8'h00,Unknown,Public,"False;n;0;2;1;4"
RFTESTCNTL,TXPKTCNTEN,1,D0,32,11,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
RFTESTCNTL,TXPLDSRC,1,D0,32,12,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
RFTESTCNTL,PRBSTYPE,1,D0,32,13,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
RFTESTCNTL,TXLENGTHSRC,1,D0,32,14,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
RFTESTCNTL,INFINITETX,1,D0,32,15,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
RFTESTCNTL,PERCOUNT_MODE,2,D0,32,24,R/W,None,2'h0,Unknown,Public,"False;n;0;2;1;4"
RFTESTCNTL,RXPKTCNTEN,1,D0,32,27,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
RFTESTCNTL,INFINITERX,1,D0,32,31,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
RFTESTTXSTAT,TXPKTCNT,32,D4,32,0,R,None,32'h00000000,Unknown,Public,"False;n;0;2;1;4"
RFTESTRXSTAT,RXPKTCNT,32,D8,32,0,R,None,32'h00000000,Unknown,Public,"False;n;0;2;1;4"
TIMGENCNTL,PREFETCH_TIME,9,E0,32,0,R/W,None,9'h096,Unknown,Public,"False;n;0;2;1;4"
TIMGENCNTL,PREFETCHABORT_TIME,10,E0,32,16,R/W,None,10'h1FE,Unknown,Public,"False;n;0;2;1;4"
FINETIMTGT,FINETARGET,28,E4,32,0,R/W,None,28'h0000000,Unknown,Public,"False;n;0;2;1;4"
CLKNTGT1,CLKNTGT1,28,E8,32,0,R/W,None,28'h0000000,Unknown,Public,"False;n;0;2;1;4"
HMICROSECTGT1,HMICROSECTGT1,10,EC,32,0,R/W,None,10'h000,Unknown,Public,"False;n;0;2;1;4"
CLKNTGT2,CLKNTGT2,28,F0,32,0,R/W,None,28'h0000000,Unknown,Public,"False;n;0;2;1;4"
HMICROSECTGT2,HMICROSECTGT2,10,F4,32,0,R/W,None,10'h000,Unknown,Public,"False;n;0;2;1;4"
CLKNTGT3,CLKNTGT3,28,F8,32,0,R/W,None,28'h0000000,Unknown,Public,"False;n;0;2;1;4"
HMICROSECTGT3,HMICROSECTGT3,10,FC,32,0,R/W,None,10'h000,Unknown,Public,"False;n;0;2;1;4"
SLOTCLK,SCLK,28,100,32,0,R/W,None,28'h0000000,Unknown,Public,"False;n;0;2;1;4"
SLOTCLK,CLKN_UPD,1,100,32,30,R/W,Set,1'h0,Unknown,Public,"False;n;0;2;1;4"
SLOTCLK,SAMP,1,100,32,31,R/W,Set,1'h0,Unknown,Public,"False;n;0;2;1;4"
FINETIMECNT,FINECNT,10,104,32,0,R,None,10'h000,Unknown,Public,"False;n;0;2;1;4"
ACTSCHCNTL,ENTRY_IDX,4,110,32,0,R/W,None,4'h0,Unknown,Public,"False;n;0;2;1;4"
ACTSCHCNTL,START_ACT,1,110,32,31,R/W,Set,1'h0,Unknown,Public,"False;n;0;2;1;4"
STARTEVTCLKNTS,STARTEVTCLKNTS,28,114,32,0,R,None,28'h0000000,Unknown,Public,"False;n;0;2;1;4"
STARTEVTFINECNTTS,STARTEVTFINECNTTS,10,118,32,0,R,None,10'h000,Unknown,Public,"False;n;0;2;1;4"
ENDEVTCLKNTS,ENDEVTCLKNTS,28,11C,32,0,R,None,28'h0000000,Unknown,Public,"False;n;0;2;1;4"
ENDEVTFINECNTTS,ENDEVTFINECNTTS,10,120,32,0,R,None,10'h000,Unknown,Public,"False;n;0;2;1;4"
SKIPEVTCLKNTS,SKIPEVTCLKNTS,28,124,32,0,R,None,28'h0000000,Unknown,Public,"False;n;0;2;1;4"
SKIPEVTFINECNTTS,SKIPEVTFINECNTTS,10,128,32,0,R,None,10'h000,Unknown,Public,"False;n;0;2;1;4"
ADVTIM,ADVINT,14,130,32,0,R/W,None,14'h0000,Unknown,Public,"False;n;0;2;1;4"
ADVTIM,RX_AUXPTR_THR,8,130,32,16,R/W,None,8'h00,Unknown,Public,"False;n;0;2;1;4"
ADVTIM,TX_AUXPTR_THR,8,130,32,24,R/W,None,8'h00,Unknown,Public,"False;n;0;2;1;4"
ACTSCANCNTL,UPPERLIMIT,9,134,32,0,R/W,None,9'h001,Unknown,Public,"False;n;0;2;1;4"
ACTSCANCNTL,BACKOFF,9,134,32,16,R/W,None,9'h001,Unknown,Public,"False;n;0;2;1;4"
WPALCNTL,WPALBASEPTR,14,140,32,0,R/W,None,14'h0000,Unknown,Public,"False;n;0;2;1;4"
WPALCNTL,WPALNBDEV,8,140,32,16,R/W,None,8'h00,Unknown,Public,"False;n;0;2;1;4"
WPALCURRENTPTR,WPALCURRENTPTR,14,144,32,0,R/W,None,14'h0000,Unknown,Public,"False;n;0;2;1;4"
SEARCH_TIMEOUT,SEARCH_TIMEOUT,6,148,32,0,R/W,None,6'h10,Unknown,Public,"False;n;0;2;1;4"
COEXIFCNTL0,WLANCOEX_EN,1,150,32,0,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
COEXIFCNTL0,SYNCGEN_EN,1,150,32,1,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
COEXIFCNTL0,MWSCOEX_EN,1,150,32,2,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
COEXIFCNTL0,MWSWCI_EN,1,150,32,3,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
COEXIFCNTL0,WLANRXMSK,2,150,32,4,R/W,None,2'h1,Unknown,Public,"False;n;0;2;1;4"
COEXIFCNTL0,WLANTXMSK,2,150,32,6,R/W,None,2'h0,Unknown,Public,"False;n;0;2;1;4"
COEXIFCNTL0,MWSRXMSK,2,150,32,8,R/W,None,2'h0,Unknown,Public,"False;n;0;2;1;4"
COEXIFCNTL0,MWSTXMSK,2,150,32,10,R/W,None,2'h0,Unknown,Public,"False;n;0;2;1;4"
COEXIFCNTL0,MWSRXFRQMSK,2,150,32,12,R/W,None,2'h0,Unknown,Public,"False;n;0;2;1;4"
COEXIFCNTL0,MWSTXFRQMSK,2,150,32,14,R/W,None,2'h0,Unknown,Public,"False;n;0;2;1;4"
COEXIFCNTL0,WLCTXPRIOMODE,2,150,32,16,R/W,None,2'h0,Unknown,Public,"False;n;0;2;1;4"
COEXIFCNTL0,WLCRXPRIOMODE,2,150,32,18,R/W,None,2'h0,Unknown,Public,"False;n;0;2;1;4"
COEXIFCNTL0,MWSSCANFREQMSK,2,150,32,20,R/W,None,2'h0,Unknown,Public,"False;n;0;2;1;4"
COEXIFCNTL1,WLCPDELAY,7,154,32,0,R/W,None,7'h00,Unknown,Public,"False;n;0;2;1;4"
COEXIFCNTL1,WLCPDURATION,7,154,32,8,R/W,None,7'h00,Unknown,Public,"False;n;0;2;1;4"
COEXIFCNTL1,WLCPTXTHR,5,154,32,16,R/W,None,5'h00,Unknown,Public,"False;n;0;2;1;4"
COEXIFCNTL1,WLCPRXTHR,5,154,32,24,R/W,None,5'h00,Unknown,Public,"False;n;0;2;1;4"
COEXIFCNTL2,TX_ANT_DELAY,4,158,32,0,R/W,None,4'h0,Unknown,Public,"False;n;0;2;1;4"
COEXIFCNTL2,RX_ANT_DELAY,4,158,32,8,R/W,None,4'h0,Unknown,Public,"False;n;0;2;1;4"
BLEMPRIO0,BLEM0,4,15C,32,0,R/W,None,4'hF,Unknown,Public,"False;n;0;2;1;4"
BLEMPRIO0,BLEM1,4,15C,32,4,R/W,None,4'hE,Unknown,Public,"False;n;0;2;1;4"
BLEMPRIO0,BLEM2,4,15C,32,8,R/W,None,4'hD,Unknown,Public,"False;n;0;2;1;4"
BLEMPRIO0,BLEM3,4,15C,32,12,R/W,None,4'hA,Unknown,Public,"False;n;0;2;1;4"
BLEMPRIO0,BLEM4,4,15C,32,16,R/W,None,4'h9,Unknown,Public,"False;n;0;2;1;4"
BLEMPRIO0,BLEM5,4,15C,32,20,R/W,None,4'h8,Unknown,Public,"False;n;0;2;1;4"
BLEMPRIO0,BLEM6,4,15C,32,24,R/W,None,4'h4,Unknown,Public,"False;n;0;2;1;4"
BLEMPRIO0,BLEM7,4,15C,32,28,R/W,None,4'h3,Unknown,Public,"False;n;0;2;1;4"
BLEMPRIO1,BLEM8,4,160,32,0,R/W,None,4'hC,Unknown,Public,"False;n;0;2;1;4"
BLEMPRIO1,BLEM9,4,160,32,4,R/W,None,4'hD,Unknown,Public,"False;n;0;2;1;4"
BLEMPRIO1,BLEM10,4,160,32,8,R/W,None,4'hF,Unknown,Public,"False;n;0;2;1;4"
BLEMPRIO1,BLEM11,4,160,32,12,R/W,None,4'hA,Unknown,Public,"False;n;0;2;1;4"
BLEMPRIO1,BLEM12,4,160,32,16,R/W,None,4'h9,Unknown,Public,"False;n;0;2;1;4"
BLEMPRIO1,BLEM13,4,160,32,20,R/W,None,4'h8,Unknown,Public,"False;n;0;2;1;4"
BLEMPRIO1,BLEM14,4,160,32,24,R/W,None,4'h4,Unknown,Public,"False;n;0;2;1;4"
BLEMPRIO1,BLEM15,4,160,32,28,R/W,None,4'h3,Unknown,Public,"False;n;0;2;1;4"
BLEMPRIO2,BLEM16,4,164,32,0,R/W,None,4'h7,Unknown,Public,"False;n;0;2;1;4"
BLEMPRIO2,BLEM17,4,164,32,4,R/W,None,4'h7,Unknown,Public,"False;n;0;2;1;4"
BLEMPRIO2,BLEM18,4,164,32,8,R/W,None,4'h2,Unknown,Public,"False;n;0;2;1;4"
BLEMPRIO2,BLEMDEFAULT,4,164,32,28,R/W,None,4'h3,Unknown,Public,"False;n;0;2;1;4"
RALCNTL,RALBASEPTR,14,170,32,0,R/W,None,14'h0000,Unknown,Public,"False;n;0;2;1;4"
RALCNTL,RALNBDEV,8,170,32,16,R/W,None,8'h00,Unknown,Public,"False;n;0;2;1;4"
RALCURRENTPTR,RALCURRENTPTR,14,174,32,0,R/W,None,14'h0000,Unknown,Public,"False;n;0;2;1;4"
RAL_LOCAL_RND,LRND_VAL,22,178,32,0,R/W,None,22'h3F0F0F,Unknown,Public,"False;n;0;2;1;4"
RAL_LOCAL_RND,LRND_INIT,1,178,32,31,R/W,Set,1'h0,Unknown,Private,"False;n;0;2;1;4"
RAL_PEER_RND,PRND_VAL,22,17C,32,0,R/W,None,22'h30F0F0,Unknown,Public,"False;n;0;2;1;4"
RAL_PEER_RND,PRND_INIT,1,17C,32,31,R/W,Set,1'h0,Unknown,Private,"False;n;0;2;1;4"
DFCNTL0_1US,TXSWSTINST0_1US,8,180,32,0,R/W,None,8'h00,Unknown,Public,"False;n;0;2;1;4"
DFCNTL0_1US,RXSWSTINST0_1US,8,180,32,16,R/W,None,8'h00,Unknown,Public,"False;n;0;2;1;4"
DFCNTL0_1US,RXSAMPSTINST0_1US,8,180,32,24,R/W,None,8'h00,Unknown,Public,"False;n;0;2;1;4"
DFCNTL0_2US,TXSWSTINST0_2US,8,184,32,0,R/W,None,8'h00,Unknown,Public,"False;n;0;2;1;4"
DFCNTL0_2US,RXSWSTINST0_2US,8,184,32,16,R/W,None,8'h00,Unknown,Public,"False;n;0;2;1;4"
DFCNTL0_2US,RXSAMPSTINST0_2US,8,184,32,24,R/W,None,8'h00,Unknown,Public,"False;n;0;2;1;4"
DFCNTL1_1US,TXSWSTINST1_1US,8,188,32,0,R/W,None,8'h00,Unknown,Public,"False;n;0;2;1;4"
DFCNTL1_1US,RXSWSTINST1_1US,8,188,32,16,R/W,None,8'h00,Unknown,Public,"False;n;0;2;1;4"
DFCNTL1_1US,RXSAMPSTINST1_1US,8,188,32,24,R/W,None,8'h00,Unknown,Public,"False;n;0;2;1;4"
DFCNTL1_2US,TXSWSTINST1_2US,8,18C,32,0,R/W,None,8'h00,Unknown,Public,"False;n;0;2;1;4"
DFCNTL1_2US,RXSWSTINST1_2US,8,18C,32,16,R/W,None,8'h00,Unknown,Public,"False;n;0;2;1;4"
DFCNTL1_2US,RXSAMPSTINST1_2US,8,18C,32,24,R/W,None,8'h00,Unknown,Public,"False;n;0;2;1;4"
DFCURRENTPTR,DFCURRENTPTR,14,190,32,0,R/W,None,14'h0000,Unknown,Public,"False;n;0;2;1;4"
DFANTCNTL,TXPRIMANTID,7,194,32,0,R/W,None,7'h00,Unknown,Public,"False;n;0;2;1;4"
DFANTCNTL,TXPRIMIDCNTLEN,1,194,32,7,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
DFANTCNTL,RXPRIMANTID,7,194,32,8,R/W,None,7'h00,Unknown,Public,"False;n;0;2;1;4"
DFANTCNTL,RXPRIMIDCNTLEN,1,194,32,15,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
DFIFCNTL,SYMBOL_ORDER,1,198,32,0,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
DFIFCNTL,MSB_LSB_ORDER,1,198,32,1,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
DFIFCNTL,IF_WIDTH,2,198,32,2,R/W,None,2'h3,Unknown,Public,"False;n;0;2;1;4"
DFIFCNTL,SAMPVALID_BEH,2,198,32,4,R/W,None,2'h0,Unknown,Public,"False;n;0;2;1;4"
DFIFCNTL,SAMPREQ_BEH,1,198,32,6,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
DFIFCNTL,ANTSWITCH_BEH,1,198,32,7,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
FREQSELCNTL,FREQSEL_START,1,1A0,32,0,R/W,Set,1'h0,Unknown,Public,"False;n;0;2;1;4"
FREQSELCNTL,FREQSEL_MODE,1,1A0,32,1,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
FREQSELCNTL,NBLOOPS,8,1A0,32,16,R/W,None,8'h00,Unknown,Public,"False;n;0;2;1;4"
FREQSELPTR,FREQSELPTR,14,1A4,32,0,R/W,None,14'h0000,Unknown,Public,"False;n;0;2;1;4"
FREQSEL_CS1_SEED,FREQSEL_HOPINT,5,1A8,32,0,R/W,None,5'h00,Unknown,Public,"False;n;0;2;1;4"
FREQSEL_CS1_SEED,FREQSEL_LAST_CHIDX,6,1A8,32,16,R/W,None,6'h00,Unknown,Public,"False;n;0;2;1;4"
FREQSEL_CS2_SEED,FREQSEL_EVTCNT,16,1AC,32,0,R/W,None,16'h0000,Unknown,Public,"False;n;0;2;1;4"
FREQSEL_CS2_SEED,CHANNEL_IDENTIFIER,16,1AC,32,16,R/W,None,16'h0000,Unknown,Public,"False;n;0;2;1;4"
FREQSEL_LLCHMAP0,FREQSEL_LLCHMAP0,32,1B0,32,0,R/W,None,32'h00000000,Unknown,Public,"False;n;0;2;1;4"
FREQSEL_LLCHMAP1,FREQSEL_LLCHMAP1,5,1B4,32,0,R/W,None,5'h00,Unknown,Public,"False;n;0;2;1;4"
ISOCNTCNTL,ISOCORRMODE,1,1C0,32,0,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
ISOCNTCNTL,ISO_PHASE_SHIFT_MODE,1,1C0,32,1,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
ISOCNTCNTL,ISO_CLKSHIFT_MODE,1,1C0,32,2,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
ISOCNTCNTL,ISO_UPD,1,1C0,32,30,R/W,Set,1'h0,Unknown,Public,"False;n;0;2;1;4"
ISOCNTCNTL,ISOSAMP,1,1C0,32,31,R/W,Set,1'h0,Unknown,Public,"False;n;0;2;1;4"
ISOCNTSAMP,ISOCNTSAMP,32,1C4,32,0,R/W,None,32'h00000000,Unknown,Public,"False;n;0;2;1;4"
ISOCNTCORR,ISOCNTCORR,32,1C8,32,0,R/W,None,32'h00000000,Unknown,Public,"False;n;0;2;1;4"
ISOCNTCORR_HUS,ISOCNTCORR_HUS,1,1CC,32,0,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
ISOINTCNTL,ISOINTMSK,8,1D0,32,0,R/W,None,8'h00,Unknown,Public,"False;n;0;2;1;4"
ISOINTSTAT,ISOINTSTAT,8,1D4,32,0,R,None,8'h00,Unknown,Public,"False;n;0;2;1;4"
ISOINTACK,ISOINTACK,8,1D8,32,0,R/W,Clear,8'h00,Unknown,Public,"False;n;0;2;1;4"
ISOGPIOCNTL,ISOGPIOMSK,8,1E0,32,0,R/W,None,8'h00,Unknown,Public,"False;n;0;2;1;4"
ISOGPIOCNTL,ISOGPIOBEH,1,1E0,32,31,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
ISOTIMERTGT[n],ISOTIMERTGT,32,1F0,32,0,R/W,None,32'h00000000,Unknown,Public,"True;n;0;7;1;4"
